,name,nationality_1,nationality_2,team,jersey,position_1,position_2,archetype,height_feet,height_cm,weight_lbs,weight_kg,wingspan_feet,wingspan_cm,years_in_the_nba,prior_to_wnba,overall,group_outside_scoring,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,group_athleticism,speed,agility,strength,vertical,stamina,hustle,overall_durability,group_inside_scoring,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,group_playmaking,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,group_defense,interior_defense,perimeter_defense,steal,block,help_defense_iq,pass_perception,defensive_consistency,group_rebounding,offensive_rebound,defensive_rebound,intangibles,potential,total_attributes,badge_deadeye,badge_limitless_range,badge_mini_marksman,badge_set_shot_specialist,badge_shifty_shooter,badge_aerial_wizard,badge_float_game,badge_hook_specialist,badge_layup_mixmaster,badge_paint_prodigy,badge_physical_finisher,badge_post_fade_phenom,badge_post_powerhouse,badge_post_up_poet,badge_posterizer,badge_rise_up,badge_ankle_assassin,badge_bail_out,badge_break_starter,badge_dimer,badge_handles_for_days,badge_lightning_launch,badge_strong_handle,badge_unpluckable,badge_versatile_visionary,badge_challenger,badge_glove,badge_high_flying_denier,badge_immovable_enforcer,badge_interceptor,badge_off_ball_pest,badge_on_ball_menace,badge_paint_patroller,badge_pick_dodger,badge_post_lockdown,badge_boxout_beast,badge_rebound_chaser,badge_brick_wall,badge_slippery_off_ball,badge_pogo_stick,season_salary,birthdate,hometown,prior_to_nba
330,Nate Archibald,United States,,All-Time Sacramento Kings,1,PG,,Inside the Arc Playmaker,"6'1""",185,150,68,"6'3""",191,,,94,92,94,94,74,91,98,98,89,99,98,50,97,98,90,92,64,95,25,35,40,66,58,98,98,94,89,93,99,95,95,66,30,77,80,40,82,80,75,30,30,30,65,94,2842,,,silver,,,,gold,,gold,,,,,,,,gold,gold,gold,gold,gold,hof,hof,hof,gold,,gold,,,,,,,gold,,,,,,,,,,Texas-El Paso
331,Nate Thurmond,United States,,All-Time Golden State Warriors,42,C,,Paint Beast,"6'11""",211,225,101,"7'3""",221,,,92,75,92,70,35,75,95,85,84,75,70,95,79,95,95,81,81,80,97,85,88,55,79,84,83,39,34,45,25,60,31,81,97,44,77,71,97,85,95,95,91,98,85,92,2820,,,,,,gold,,,,,gold,gold,,gold,,gold,,,gold,,,,,,,gold,gold,gold,,,gold,,gold,gold,gold,gold,gold,gold,,gold,,,,Bowling Green
332,Nick Anderson,United States,,All-Time Orlando Magic,25,SG,SF,2-Way 3-Level Shot Creator,"6'6""",198,205,92,"6'9""",206,,,85,88,88,87,88,74,98,90,82,69,77,80,75,98,98,79,67,81,60,69,25,63,55,85,98,72,74,74,66,74,71,71,68,82,77,45,74,77,75,52,44,60,83,85,2766,bronze,gold,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,Illinois
333,Nikola Jokic,Serbia,,All-Time Denver Nuggets,15,C,,3-Level Scoring Point Center,"7'0""",213,250,113,"7'3""",221,11,,97,93,99,98,85,82,98,98,75,63,47,93,63,97,80,83,89,91,90,75,93,93,93,90,90,85,93,76,60,98,96,67,79,61,53,57,79,66,75,80,66,93,98,97,3048,gold,gold,,gold,gold,,bronze,gold,bronze,gold,gold,gold,gold,gold,,gold,,gold,gold,gold,,,,,gold,,,,,,,,,,,gold,bronze,gold,,,,,,Serbia
334,Nikola Vucevic,Montenegro,,All-Time Orlando Magic,9,C,,3-Level Scoring Board Hunter,"7'0""",213,250,113,"7'5""",226,14,,86,89,97,81,81,79,98,98,70,62,48,87,45,95,79,77,82,78,85,55,84,77,93,86,94,55,54,35,32,82,70,58,71,41,46,70,74,57,50,85,76,93,55,86,2671,,,,gold,,silver,,,,silver,,silver,gold,silver,,silver,,,,,,,,,,,,,,,,,,,,gold,,gold,,,,,,Southern California
335,Norm Nixon,United States,,All-Time Los Angeles Clippers,0,PG,,3-Level Playmaking Slasher,"6'2""",188,170,77,"6'8""",203,,,86,86,85,87,76,87,88,90,82,88,82,64,85,92,80,86,57,89,25,80,33,40,29,65,95,85,81,88,88,88,82,67,35,78,75,51,78,85,70,44,32,56,70,86,2689,,,,,,,gold,,gold,,,,,,,,gold,gold,gold,gold,gold,gold,,,gold,gold,,,,,,,,,,,,,,,,,,Duquesne
336,Oscar Robertson,United States,,All-Time Milwaukee Bucks,1,PG,SG,2-Way 3-Level Playmaker,"6'5""",196,210,95,"6'8""",203,,,96,90,89,87,80,85,98,98,84,80,88,75,86,90,83,88,74,98,25,50,70,82,71,95,98,92,98,89,80,98,97,78,55,88,72,45,95,95,95,63,63,63,98,96,3043,gold,,,,gold,,gold,,hof,,silver,,,,,,gold,gold,gold,gold,,,gold,gold,gold,gold,gold,gold,,gold,,,,gold,,,gold,,,,,,,Cincinnati
337,Oscar Robertson,United States,,All-Time Sacramento Kings,14,PG,SG,All-Around Star,"6'5""",196,210,95,"6'8""",203,,,97,94,95,94,90,87,98,98,88,93,80,75,86,98,83,98,73,98,25,50,70,82,71,95,90,95,98,89,91,98,97,78,55,88,72,45,95,95,95,85,82,88,80,98,3122,gold,,,,hof,,gold,,hof,,gold,,,,,,gold,gold,gold,gold,,gold,gold,gold,gold,gold,gold,gold,,gold,,,,gold,,,gold,,,,,,,Cincinnati
338,Otis Birdsong,United States,,All-Time Brooklyn Nets,23,SG,,2-Way Inside-The-Arc Playmaker,"6'3""",191,190,86,"6'4""",193,,,86,88,92,90,72,78,98,95,82,88,86,39,85,98,98,83,62,87,25,65,49,59,30,80,98,83,84,86,80,84,81,77,49,87,84,49,87,88,95,57,55,59,60,86,2809,,,,,,gold,gold,,gold,,gold,,,,gold,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,Houston
339,Otis Birdsong,United States,,All-Time Sacramento Kings,10,SG,,2-Way Inside-The-Arc Playmaker,"6'3""",191,190,86,"6'4""",193,,,87,88,92,90,72,78,98,98,85,88,86,59,85,98,98,83,63,87,25,65,49,59,30,88,98,84,84,86,84,84,81,77,49,87,84,49,87,88,95,57,55,59,53,87,2838,,,,,,gold,gold,,gold,,gold,,,,gold,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,Houston
340,Otis Thorpe,United States,,All-Time Houston Rockets,33,PF,C,2-Way Inside-The-Arc Threat,"6'10""",208,248,112,"7'2""",218,,,86,78,93,78,30,76,98,90,72,63,35,84,60,92,70,97,84,70,97,75,84,80,86,84,98,37,31,56,28,33,39,71,88,35,58,40,90,93,95,87,86,88,70,86,2656,,,,silver,,gold,,,,,gold,,gold,,,,,,,,,,,,,,,,,,,,,,,gold,,gold,,,,,,Providence
341,Paolo Banchero,United States,Italy,All-Time Orlando Magic,5,PF,SF,Shot-Creating 3-Level Threat,"6'10""",208,250,113,"7'1""",216,3,,87,84,88,86,81,68,85,98,82,80,80,77,83,90,85,80,86,88,75,85,84,84,84,89,95,75,74,76,74,78,72,58,68,66,41,56,64,67,45,71,65,76,70,89,2846,bronze,,,bronze,silver,silver,bronze,,silver,bronze,gold,,silver,bronze,silver,silver,,,,,,,bronze,,,,,,,,,,,,,,,,bronze,gold,,,,Duke
342,Pascal Siakam,Cameroon,,All-Time Toronto Raptors,43,PF,C,2-Way 3-Level Scoring Threat,"6'9""",206,230,104,"7'3""",221,9,,86,88,95,87,77,79,98,90,79,70,60,70,79,95,95,82,78,88,90,80,70,69,74,69,84,53,40,69,55,45,58,72,86,60,42,56,88,82,90,62,55,69,85,89,2770,,,,gold,,bronze,,,,,bronze,,,,,silver,,,,,,,,,,silver,,,,bronze,bronze,,,gold,silver,silver,,,,,,,,New Mexico State
343,Patrick Ewing,United States,,All-Time New York Knicks,33,C,PF,2-Way Inside-The-Arc Menace,"7'0""",213,240,108,"7'4""",224,,,95,89,97,95,65,82,98,98,78,69,35,97,70,98,90,88,91,74,96,75,95,98,96,92,98,53,64,40,25,78,57,81,94,35,64,89,95,91,98,94,93,95,68,95,2987,,,,gold,,gold,,gold,,gold,gold,gold,hof,gold,,,,,,,,,,,,gold,bronze,silver,,,,,hof,,hof,gold,gold,gold,,gold,,,,Georgetown
344,Pau Gasol,Spain,,All-Time Los Angeles Lakers,16,C,PF,2-Way Inside-The-Arc Menace,"7'0""",213,250,113,,,24,,91,86,96,94,74,81,88,85,70,53,35,85,61,95,85,78,86,78,85,65,95,94,90,85,92,61,68,48,30,88,71,76,91,35,62,84,92,70,95,86,84,88,60,91,2851,,,,hof,,gold,,,,gold,gold,hof,gold,hof,,gold,,,gold,bronze,,,,,bronze,,,,,,,,gold,,,gold,gold,gold,,,,,,Spain
345,Pau Gasol,Spain,,All-Time Memphis Grizzlies,16,C,,2-Way Inside-The-Arc Menace,"7'1""",216,250,113,"7'4""",224,24,,92,86,96,94,74,81,75,98,73,64,35,90,61,95,85,78,87,82,85,65,95,94,94,90,92,61,68,48,30,88,71,76,91,35,62,84,92,70,95,86,84,88,75,92,2896,,,,bronze,,gold,,,,gold,gold,hof,gold,hof,,gold,,,gold,bronze,,,,,bronze,,,,,,,,gold,,,gold,gold,gold,,,,,,Spain
346,Paul Arizin,United States,,All-Time Golden State Warriors,11,SF,SG,2-Way 3-Level Shot Creator,"6'3""",191,195,88,"6'6""",198,,,91,92,90,94,90,83,98,98,88,87,88,66,82,98,95,98,77,94,45,45,78,84,82,95,95,75,76,78,86,85,50,80,50,90,88,50,92,92,95,88,87,88,75,92,3059,,,gold,,,,gold,,gold,,gold,,,,,,,silver,,,,bronze,silver,silver,,,,silver,,,silver,,,silver,,,gold,,gold,silver,,,,
347,Paul George,United States,,All-Time Indiana Pacers,13,SF,SG,2-Way Inside-Out ISO Creator,"6'9""",206,220,99,"6'11""",211,15,,93,86,72,79,84,84,98,98,87,79,94,65,88,97,90,93,75,90,55,85,40,74,78,84,95,77,78,86,79,75,66,85,79,95,89,50,94,92,95,59,43,75,84,93,2995,silver,silver,,silver,silver,silver,silver,,silver,,gold,,,,bronze,,,silver,,,,silver,,,,gold,silver,silver,gold,gold,gold,gold,,gold,,,,,bronze,,,,,Fresno State
348,Paul George,United States,,All-Time Los Angeles Clippers,13,SG,SF,2-Way Scoring Phenom,"6'8""",203,220,99,"6'11""",211,15,,89,87,94,87,85,93,75,90,84,79,87,70,88,95,75,93,71,89,55,85,40,70,75,75,80,76,78,87,79,75,62,77,79,87,66,52,88,80,85,49,33,64,65,90,2850,silver,bronze,,silver,silver,bronze,silver,,silver,,silver,,,,bronze,,silver,silver,bronze,,bronze,bronze,,,,silver,bronze,silver,silver,silver,silver,silver,,silver,,,,,bronze,silver,,,,Fresno State
349,Paul Pierce,United States,,All-Time Boston Celtics,34,SF,PF,2-Way 3-Level Shot Creator,"6'7""",201,235,106,"6'10""",208,,,94,93,92,92,92,84,98,98,84,81,91,85,70,96,76,86,76,89,45,75,52,90,79,77,97,78,70,82,75,95,70,78,69,91,74,50,89,85,90,73,72,74,98,94,3023,gold,gold,,,gold,,gold,,gold,,gold,,,,,,,,,,,,,,,,bronze,,,,,,,gold,,,,,gold,,,,,Kansas
350,Paul Pressey,United States,,All-Time Milwaukee Bucks,25,SG,SF,2-Way Slashing Shot Creator,"6'5""",196,185,83,"6'8""",203,,,84,79,77,74,67,75,95,85,86,68,90,69,92,98,98,90,72,85,62,90,36,66,60,79,98,77,79,78,74,81,72,76,64,94,69,51,81,80,90,65,64,65,35,85,2816,,,,,,silver,gold,,gold,,silver,,,,,,,,,bronze,silver,,gold,gold,bronze,,gold,silver,gold,,,gold,,gold,,,,,gold,,,,,Tulsa
351,Paul Westphal,United States,,All-Time Phoenix Suns,44,SG,PG,2-Way 3-Level Combo Guard,"6'4""",193,197,89,"6'7""",201,,,88,90,91,92,85,86,90,95,80,75,81,50,75,98,98,82,65,95,25,48,40,74,51,89,98,82,84,86,75,84,79,69,38,80,88,28,77,85,90,58,57,58,70,88,2785,,,,gold,gold,,gold,,gold,,,,,,,,,,,silver,,,,,silver,,,,,,,,,gold,,,,,gold,,,,,USC
352,Peja Stojakovic,Serbia,,All-Time New Orleans Pelicans,16,SG,,Catch & Shoot Ace,"6'9""",206,220,99,"7'0""",213,,,82,89,84,84,96,93,94,85,74,65,70,54,65,90,80,94,58,75,25,50,58,60,58,40,94,59,61,70,60,64,39,62,47,70,59,51,70,74,65,55,48,62,70,84,2508,,gold,,gold,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,Croatia
353,Peja Stojakovic,Serbia,,All-Time Sacramento Kings,16,SF,,Sharpshooting Wing,"6'9""",206,220,99,"7'0""",213,,,88,92,80,94,97,88,98,95,80,73,74,60,68,95,98,94,61,75,25,60,58,60,58,50,98,71,81,74,68,81,50,65,47,74,59,51,75,74,75,55,48,62,38,88,2643,gold,hof,,gold,gold,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,Croatia
354,Penny Hardaway,United States,,All-Time Orlando Magic,1,PG,SG,All-Around Star,"6'7""",201,195,88,"6'11""",211,,,94,92,97,93,84,82,98,98,86,89,87,68,83,98,95,82,79,95,70,86,55,65,74,92,95,93,95,94,91,94,89,77,65,85,79,40,88,88,95,65,62,68,83,94,3096,,,,,,gold,gold,,gold,,bronze,,,,,,gold,gold,gold,gold,gold,bronze,gold,gold,gold,,gold,,,,,,,gold,,,,,,,,,,Memphis
355,Pete Maravich,United States,,All-Time Atlanta Hawks,44,SG,PG,Slashing 3-Level Combo Guard,"6'5""",196,197,89,"6'8""",203,,,87,89,91,88,78,81,98,95,73,73,75,41,65,92,84,82,63,95,25,48,40,74,51,88,85,90,90,94,81,92,94,60,38,75,63,28,70,65,80,43,38,48,50,87,2642,gold,,,,silver,,gold,,gold,,,,,,,,gold,gold,gold,gold,gold,gold,,,gold,,silver,,,,,,,,,,,,,,,,,LSU
356,Pete Maravich,United States,,All-Time Utah Jazz,7,SG,PG,All-Around Star,"6'5""",196,197,89,"6'8""",203,,,94,94,91,95,95,87,98,98,83,88,75,49,80,98,98,96,69,96,25,48,59,79,55,90,98,91,84,95,89,95,90,69,44,84,66,28,88,77,95,57,55,59,83,95,2925,gold,hof,,,gold,,gold,,gold,,,,,,,,gold,gold,gold,silver,gold,gold,,,silver,,silver,,,,,,,,,,,,gold,,,,,LSU
357,Phil Chenier,United States,,All-Time Washington Wizards,45,SG,PG,2-Way 3-Level Combo Guard,"6'3""",191,180,81,"6'7""",201,,,88,91,87,90,89,84,98,95,76,80,79,50,77,95,70,81,61,88,35,50,32,37,68,89,89,84,85,86,78,85,84,67,38,79,77,44,74,82,75,47,38,55,83,88,2714,,,gold,,gold,,gold,,gold,,,,,,,,gold,gold,bronze,bronze,gold,gold,bronze,bronze,bronze,silver,,,,,silver,,,,,,,,,,,,,California
358,P.J. Brown,United States,,All-Time Charlotte Hornets,42,C,,2-Way Inside-The-Arc Threat,"6'11""",211,240,108,"7'2""",218,,,83,63,82,85,26,85,65,35,71,50,56,80,74,85,75,76,69,69,95,79,65,52,62,70,58,39,40,35,25,64,31,77,90,56,58,75,94,75,90,91,93,89,70,83,2492,,,,gold,,gold,,,,,,silver,,silver,,,,,gold,,,,,,,silver,,gold,,,,,gold,,gold,gold,,gold,,,,,,Louisiana Tech
359,Purvis Short,United States,,All-Time Golden State Warriors,45,SF,SG,Mid-Range Slasher,"6'7""",201,210,95,"6'9""",206,,,86,89,93,90,76,87,90,95,81,80,74,65,80,95,90,80,78,93,80,75,56,69,72,80,95,72,70,75,70,80,64,67,60,74,69,48,75,74,70,53,51,55,70,89,2809,,,,,,gold,gold,,gold,,gold,,,,,,bronze,,silver,,,,,,,,silver,,,,,,,gold,,,,,,,,,,Jackson State University
360,Rajon Rondo,United States,,All-Time Boston Celtics,9,PG,,2-Way 3-Level Playmaker,"6'1""",185,171,77,"6'9""",206,19,,90,75,75,74,75,61,92,75,81,85,93,48,85,88,92,79,58,97,25,30,60,50,50,61,90,94,97,92,96,97,90,77,36,92,95,37,84,97,95,50,46,54,85,90,2768,,,,,,,gold,,gold,,gold,,,,,,gold,gold,gold,gold,,hof,gold,gold,gold,gold,gold,,gold,gold,gold,gold,,gold,,,,,,gold,,,,Kentucky
361,Ralph Sampson,United States,,All-Time Houston Rockets,50,C,PF,Paint Beast,"7'4""",224,228,103,"7'8""",234,,,89,78,89,70,58,68,90,90,74,44,45,85,65,97,85,99,82,60,95,75,85,77,84,88,95,47,54,44,44,55,37,75,85,45,59,80,89,85,80,85,84,86,98,89,2758,,,,gold,,gold,,silver,,gold,,gold,,gold,,,,,,,,,,,,gold,,silver,,,,,silver,,silver,gold,gold,gold,,gold,,,,Virginia
362,Rashard Lewis,United States,,All-Time Oklahoma City Thunder,7,PF,SF,Shot-Creating 3-Level Threat,"6'10""",208,215,97,"7'2""",218,,,89,93,90,92,93,84,98,98,78,81,57,70,80,90,85,80,76,88,50,80,74,79,69,90,80,74,75,78,74,82,60,67,69,57,74,53,74,75,70,52,40,63,84,89,2825,silver,silver,,gold,gold,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,Elsik High School
363,Rashard Lewis,United States,,All-Time Orlando Magic,9,PF,SF,Shot-Creating 3-Level Threat,"6'10""",208,215,97,"7'2""",218,,,86,91,90,88,90,84,98,95,76,74,57,70,75,90,85,80,75,80,65,70,74,79,69,85,80,73,75,78,68,82,60,67,69,57,74,53,74,75,70,57,50,63,75,86,2787,gold,silver,,gold,silver,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,Elsik High School
364,Ray Allen,United States,,All-Time Boston Celtics,20,SG,SF,2-Way 3-Level Shot Creator,"6'5""",196,205,92,"6'8""",203,,,88,93,85,86,98,90,98,98,82,74,84,66,75,98,98,82,65,85,25,66,44,60,64,76,97,77,79,79,71,79,78,69,45,84,60,37,85,86,85,45,45,45,53,88,2748,gold,hof,,,gold,,silver,,silver,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,hof,,,,,UConn
365,Ray Allen,United States,,All-Time Milwaukee Bucks,34,SG,PF,2-Way 3-Level Shot Creator,"6'5""",196,205,92,"6'8""",203,,,91,93,90,90,97,90,98,95,84,90,84,62,92,98,82,82,69,92,25,85,44,60,60,88,94,75,74,78,81,82,58,61,45,79,60,37,70,70,65,44,42,45,98,91,2773,gold,hof,,,gold,,gold,,gold,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,gold,,,,,UConn
366,Ray Allen,United States,,All-Time Oklahoma City Thunder,34,SG,SF,2-Way 3-Level Combo Guard,"6'5""",196,205,92,"6'8""",203,,,94,95,90,95,98,90,98,98,87,90,84,62,92,98,98,82,73,94,45,85,44,60,65,93,98,82,84,83,81,84,77,70,45,87,80,37,80,84,80,57,55,59,98,96,2969,gold,hof,,,gold,,gold,,gold,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,legendary,,,,,UConn
367,Reggie Theus,United States,,All-Time Chicago Bulls,24,PG,SG,Inside the Arc Playmaker,"6'7""",201,195,88,"6'11""",211,,,86,86,89,88,69,87,92,90,81,81,82,58,83,94,86,82,74,93,70,70,55,65,70,82,89,88,84,89,83,90,92,67,55,78,71,40,79,68,75,47,42,52,65,86,2824,,,,,,,gold,,gold,,silver,,silver,,,,silver,gold,,silver,,,gold,gold,silver,,bronze,bronze,,,,,,silver,,,,,,,,,,UNLV
368,Richard Hamilton,United States,,All-Time Detroit Pistons,32,SG,SF,2-Way 3-Level Shot Creator,"6'6""",198,185,83,"6'10""",208,,,89,91,82,92,90,86,98,97,74,76,94,50,62,94,75,70,64,85,35,70,35,70,60,71,86,76,76,78,79,76,71,74,64,89,65,37,85,88,90,43,41,45,53,89,2704,gold,silver,,gold,hof,,silver,,silver,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,gold,,,,,UConn
369,Richard Jefferson,United States,,All-Time Brooklyn Nets,24,SF,SG,2-Way 3-Level Shot Creator,"6'7""",201,230,104,"7'0""",213,,,87,89,86,88,85,84,96,95,83,83,74,69,92,98,85,78,73,85,60,95,45,62,70,85,81,70,68,79,76,67,62,68,70,74,60,47,78,73,75,43,31,55,64,87,2762,,,,,gold,gold,gold,,gold,,gold,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arizona
370,Richie Guerin,United States,,All-Time New York Knicks,9,SG,PG,2-Way 3-Level Combo Guard,"6'4""",193,195,88,"6'6""",198,,,92,91,90,89,86,85,98,95,90,89,90,85,88,98,97,81,76,86,55,65,69,75,70,95,95,84,82,86,83,86,84,76,63,88,67,45,89,89,90,80,79,80,83,92,3067,,silver,,,gold,,gold,,gold,,silver,,,,,,,,,,,silver,gold,gold,,silver,,,,gold,silver,,,,,,,,gold,,,,,Iona College
371,Rick Barry,United States,,All-Time Golden State Warriors,24,SF,PF,All-Around Star,"6'7""",201,205,92,"6'11""",211,,,95,94,96,96,79,95,98,99,85,86,80,79,75,98,98,80,87,94,75,75,86,85,85,98,95,82,82,85,81,82,78,82,83,83,84,75,80,78,90,85,84,85,98,95,3195,,,,gold,,,gold,,gold,,gold,gold,,gold,,,,,,,,,,,,,,gold,,,,,,gold,,,,,gold,,,,,Miami (FL)
372,Ricky Rubio,Spain,,All-Time Minnesota Timberwolves,9,PG,,2-Way Slashing Playmaker,"6'4""",193,180,81,"6'7""",201,16,,85,82,80,79,74,85,82,90,59,83,,27,60,88,73,80,48,85,25,25,25,40,26,68,86,93,96,90,85,97,95,70,32,81,90,35,82,90,80,48,35,61,98,85,2513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain
373,Rik Smits,Netherlands,,All-Time Indiana Pacers,24,C,,2-Way Interior Threat,"7'4""",224,250,113,"7'8""",234,,,87,78,92,84,26,82,98,85,72,55,44,84,48,90,95,88,73,44,75,37,80,80,88,84,95,44,51,42,25,52,50,71,85,44,60,60,88,80,80,86,84,88,98,87,2628,,,,,,gold,,,,silver,,gold,,gold,,gold,,,,,,,,,,gold,,gold,,,,,gold,,gold,gold,gold,gold,,,,,,Marist College
374,Robert Parish,United States,,All-Time Boston Celtics,00,C,PF,Paint Beast,"7'0""",213,230,104,"7'4""",224,,,93,77,93,72,25,77,98,95,75,58,55,95,65,95,73,85,87,78,90,70,94,93,95,85,94,42,50,45,25,54,34,81,92,55,65,80,94,89,90,96,95,96,85,93,2827,,,,,,gold,,,,gold,gold,gold,gold,gold,,gold,,,,,,,,,,,,gold,,,,,bronze,,silver,gold,silver,gold,,,,,,Centenary College of Louisiana
375,Rolando Blackman,United States,,All-Time Dallas Mavericks,22,SG,,2-Way 3-Level Shot Creator,"6'6""",198,190,86,"6'10""",208,,,88,92,96,92,83,90,95,95,85,85,84,69,82,96,92,85,73,90,40,75,59,70,64,88,98,79,76,84,80,85,69,71,65,84,62,40,83,78,85,53,54,52,50,88,2863,,,,,gold,gold,gold,,gold,,gold,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,Kansas State
376,Ron Artest,United States,,All-Time Indiana Pacers,23,SF,,3 & D Wing,"6'6""",198,244,110,"6'11""",211,,,88,76,82,78,82,73,60,80,86,83,96,70,85,95,90,84,61,74,60,75,47,52,52,47,80,71,69,79,80,68,59,86,74,95,96,56,95,94,95,53,50,56,69,88,2768,,,,,,,,,,,silver,,,,,,,,,,,,,,,hof,gold,gold,hof,gold,legendary,hof,silver,gold,gold,,,,,gold,,,,St. John's
377,Ron Harper,United States,,All-Time Los Angeles Clippers,4,PG,SG,2-Way 3-Level Playmaker,"6'6""",198,185,83,"6'10""",208,,,89,86,88,84,76,80,92,95,82,76,93,56,80,90,95,84,63,92,43,63,39,58,51,75,82,84,88,88,76,84,84,79,42,92,84,57,90,92,95,52,52,51,80,89,2836,,,,,,,gold,,gold,,silver,,,,,,silver,,,silver,,,gold,,silver,gold,gold,gold,gold,gold,gold,gold,,gold,,,,,,,,,,Miami University
378,Rony Seikaly,United States,,All-Time Miami Heat,4,C,,Paint Beast,"6'11""",211,230,104,"7'3""",221,,,86,82,95,76,60,74,97,90,74,60,42,90,80,95,74,76,80,72,85,60,92,85,92,76,80,46,35,35,25,78,59,73,89,42,56,81,88,69,85,91,92,90,40,86,2701,,,,gold,,gold,,,,silver,silver,gold,,gold,,,,,gold,,,,,,,,,,,,,,gold,,,gold,,gold,,,,,,Syracuse
379,Roy Hibbert,United States,Jamaica,All-Time Indiana Pacers,55,C,,Paint Beast,"7'2""",218,280,126,"7'7""",231,17,,86,79,93,81,45,79,98,75,60,25,25,93,41,90,68,80,74,52,90,53,93,60,77,88,80,38,37,35,25,58,35,75,93,25,57,90,93,80,90,81,84,77,83,86,2534,,,,silver,,gold,,,,,bronze,,gold,,,,,,,,,,,,,gold,,,,,,,gold,,gold,gold,gold,gold,,gold,,,,Georgetown
380,Rudy Gay,United States,,All-Time Memphis Grizzlies,22,SF,,Shot-Creating 3-Level Threat,"6'8""",203,230,104,"7'3""",221,19,,83,84,82,85,80,78,95,85,71,61,71,43,81,95,73,76,72,80,55,88,60,75,66,77,76,66,57,78,68,90,35,58,63,71,65,56,66,51,35,57,48,65,68,83,2581,,,,,bronze,gold,bronze,,bronze,,gold,,,,gold,,,,,,,gold,gold,,,,,,,,,,,gold,,,,,,,,,,Connecticut
381,Rudy Gobert,France,,All-Time Utah Jazz,27,C,,Defensive Anchor,"7'1""",216,245,110,"7'9""",236,12,,88,65,70,63,25,62,98,70,73,48,65,87,57,90,85,81,75,79,95,75,70,58,70,70,85,43,68,35,25,58,31,79,97,64,36,91,97,74,95,88,81,95,70,88,2608,,,,,,gold,,,,,,,bronze,,bronze,gold,,,,,,,,,,gold,,silver,,,,,hof,,hof,gold,silver,gold,,silver,,,,France
382,Rudy Tomjanovich,United States,,All-Time Houston Rockets,45,SF,PF,2-Way Catch & Shoot Ace,"6'8""",203,218,98,"6'10""",208,,,88,89,93,86,84,85,98,90,80,73,84,70,70,90,90,85,76,80,70,60,82,82,83,66,88,68,64,69,66,78,64,75,80,80,69,60,88,66,85,84,84,84,83,90,2919,,,,silver,,gold,,,,,silver,,,,,,,,,,,,,,,,silver,gold,,,,,,bronze,,,,,gold,,,,,Michigan
383,Russell Westbrook,United States,,All-Time Oklahoma City Thunder,0,PG,,2-Way 3-Level Playmaker,"6'3""",191,200,90,"6'8""",203,17,,95,87,76,84,79,85,98,98,92,98,89,77,92,98,98,91,76,98,30,90,45,76,73,97,98,95,85,95,98,98,98,71,42,83,71,47,86,85,85,76,62,90,98,95,3088,,bronze,gold,bronze,bronze,silver,gold,,gold,,hof,,,,gold,,silver,gold,silver,gold,silver,hof,silver,silver,gold,bronze,bronze,silver,bronze,silver,silver,bronze,,bronze,,silver,silver,,,,,,,UCLA
384,Sam Cassell,United States,,All-Time Minnesota Timberwolves,19,PG,SG,Playmaking Inside-Out Scorer,"6'3""",191,185,83,"6'6""",198,,,88,87,92,77,88,87,90,90,76,86,76,34,76,95,72,95,57,94,25,25,30,58,58,70,95,88,88,88,90,90,85,64,54,70,64,37,74,75,75,40,34,46,80,88,2651,,,gold,,gold,,gold,,gold,,,,,,,,gold,gold,gold,gold,gold,silver,gold,gold,gold,,,,,,silver,,,,,,,,,,,,,Florida State
385,Scott Skiles,United States,,All-Time Orlando Magic,4,PG,,3-Level Scoring Playmaker,"6'1""",185,180,81,"6'4""",193,,,84,85,84,83,90,91,84,80,76,81,81,48,70,90,85,77,52,80,25,25,38,49,48,62,85,88,89,86,81,90,93,64,65,75,64,32,74,75,60,41,35,47,50,92,2564,,,,,gold,,silver,,silver,,,,,,,,gold,,gold,hof,gold,bronze,,,hof,,gold,,,,,,,gold,,,,,,,,,,Michigan State
