,name,nationality_1,nationality_2,team,jersey,position_1,position_2,archetype,height_feet,height_cm,weight_lbs,weight_kg,wingspan_feet,wingspan_cm,season_salary,years_in_the_nba,birthdate,hometown,prior_to_nba,overall,group_outside_scoring,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,group_athleticism,speed,agility,strength,vertical,stamina,hustle,overall_durability,group_inside_scoring,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,group_playmaking,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,group_defense,interior_defense,perimeter_defense,steal,block,help_defense_iq,pass_perception,defensive_consistency,group_rebounding,offensive_rebound,defensive_rebound,intangibles,potential,total_attributes,badge_deadeye,badge_limitless_range,badge_mini_marksman,badge_set_shot_specialist,badge_shifty_shooter,badge_aerial_wizard,badge_float_game,badge_hook_specialist,badge_layup_mixmaster,badge_paint_prodigy,badge_physical_finisher,badge_post_fade_phenom,badge_post_powerhouse,badge_post_up_poet,badge_posterizer,badge_rise_up,badge_ankle_assassin,badge_bail_out,badge_break_starter,badge_dimer,badge_handles_for_days,badge_lightning_launch,badge_strong_handle,badge_unpluckable,badge_versatile_visionary,badge_challenger,badge_glove,badge_high_flying_denier,badge_immovable_enforcer,badge_interceptor,badge_off_ball_pest,badge_on_ball_menace,badge_paint_patroller,badge_pick_dodger,badge_post_lockdown,badge_boxout_beast,badge_rebound_chaser,badge_brick_wall,badge_slippery_off_ball,badge_pogo_stick
326,Myles Turner,United States,,Milwaukee Bucks,33,C,,2-Way 3-Level Scoring Threat,"6'11""",211,250,113,"7'4""",224,,10,"March 24, 1996","Bedford, Texas",Texas,83,80,83,95,84,78,70,70,76,56,66,80,69,95,80,83,77,79,80,65,76,80,84,55,95,40,31,35,32,68,33,75,86,70,40,87,90,70,85,61,47,75,90,84,2646,,,,,,bronze,,gold,,bronze,,silver,bronze,silver,,bronze,,,,,,,bronze,,,,,gold,silver,,,,silver,,gold,silver,bronze,silver,,silver
327,Nae’Qwan Tomlin,United States,,Cleveland Cavaliers,30,PF,,Rim Attacker,"6'10""",208,210,95,"7'1""",216,,1,"December 10, 2000","Harlem, New York",Memphis,68,63,78,67,74,61,50,50,73,75,70,57,80,80,72,80,57,78,45,80,25,62,45,40,80,60,60,72,65,70,33,57,57,57,57,68,55,62,45,65,67,63,40,71,2291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Naji Marshall,United States,,Dallas Mavericks,13,PF,SF,Inside the Arc Shot Creator,"6'6""",198,220,99,"7'1""",216,,5,"June 24, 1998","Atlantic City, New Jersey",Xavier,81,86,97,92,70,84,80,90,72,62,65,67,75,85,70,80,67,86,45,70,60,60,63,69,80,67,67,74,62,71,61,53,52,60,53,37,62,64,40,55,47,62,75,81,2518,,,,,,,,,bronze,silver,gold,,,,,,,,,,,,silver,,,,,bronze,,,,,,,,,,,,
329,Naz Reid,United States,,Minnesota Timberwolves,11,C,PF,2-Way 3-Level Scoring Threat,"6'9""",206,264,119,"7'3""",221,,6,"August 26, 1999","Asbury Park, New Jersey",LSU,82,77,91,79,82,78,50,80,76,50,54,87,75,88,95,80,80,75,80,80,82,70,82,75,94,56,59,58,49,65,48,67,81,54,41,71,80,65,80,61,47,75,50,84,2634,bronze,,,gold,,gold,,bronze,,gold,gold,,silver,silver,gold,silver,,,silver,,,,,,,,,gold,,,,,bronze,,bronze,gold,gold,gold,,gold
330,Neemias Queta,Portugal,,Boston Celtics,88,C,,Interior Threat,"7'0""",213,248,112,"7'4""",224,,4,"July 13, 1999","Lisbon, Portugal",Utah State,76,68,98,57,40,74,80,60,73,59,59,76,65,80,90,80,65,72,75,70,62,60,62,40,75,43,52,38,30,62,31,58,70,45,36,85,70,48,55,70,72,68,85,79,2360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,silver,,,silver
331,N’Faly Dante,Mali,,Atlanta Hawks,3,C,PF,Interior Threat,"6'11""",211,230,104,"7'3""",221,,1,"October 19, 2001","Bamako, Mali",Oregon,68,45,65,36,25,61,50,30,72,73,48,70,70,70,95,80,63,66,80,80,55,52,55,40,78,37,25,32,57,40,31,58,70,48,37,69,70,60,50,68,67,69,50,76,2130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Nick Richards,Jamaica,,Phoenix Suns,2,C,,Inside The Arc Board Hunter,"7'0""",213,245,110,"7'2""",218,,5,"November 29, 1997","Kingston, Jamaica",Kentucky,78,67,86,79,25,74,75,65,76,72,70,65,75,81,85,84,64,62,80,80,52,47,52,55,80,38,37,35,49,36,31,60,75,47,32,81,78,40,70,88,86,89,75,79,2384,,,,,,silver,,,,bronze,bronze,,bronze,,bronze,silver,,,,,,,,,,,,,,,,,,,,silver,,,,bronze
333,Nick Smith Jr.,United States,,Charlotte Hornets,8,PG,SG,Shot-Creating 3-Level Threat,"6'2""",188,185,83,"6'8""",203,,2,"April 18, 2004","Jacksonville, Arkansas",Arkansas,77,81,87,81,77,92,75,75,78,84,84,48,86,89,75,80,57,82,40,80,37,39,38,62,80,73,70,79,84,72,61,45,33,63,32,37,57,50,40,38,30,46,75,83,2403,,,,,bronze,,silver,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Nickeil Alexander-Walker,Canada,,Atlanta Hawks,9,SG,SF,2-Way 3-Level Shot Creator,"6'5""",196,205,92,"6'10""",208,,6,"September 2, 1998","Toronto, Canada",Virginia Tech,79,79,83,85,83,77,70,75,76,72,84,60,70,90,75,80,65,88,40,60,54,58,64,67,88,73,75,81,72,76,59,72,52,84,74,55,82,80,80,46,39,52,70,79,2633,,,,,,,silver,,,,,,,,,,,,,,,,bronze,,bronze,silver,bronze,,,bronze,bronze,bronze,,gold,,,,,,
335,Nicolas Batum,France,,Los Angeles Clippers,33,PF,SF,Stretch Four,"6'8""",203,230,104,"7'1""",216,,17,"December 14, 1988","Lisieux, France","Le Mans (Pro A, France)",74,75,88,79,86,77,60,60,78,68,75,65,82,88,85,83,59,74,55,60,40,63,62,35,85,63,70,71,68,73,35,64,66,73,56,67,68,50,65,52,43,61,40,77,2453,,,,silver,,,bronze,,,,,,,,,,,bronze,silver,,,,,,silver,,,,,,bronze,,,,,,,,bronze,
336,Nic Claxton,United States,U.S. Virgin Islands,Brooklyn Nets,33,C,,2-Way Interior Threat,"6'11""",211,215,97,"7'3""",221,,6,"April 17, 1999","Greenville, South Carolina",Georgia,81,62,82,69,64,52,65,40,79,69,77,71,79,90,89,80,72,75,80,75,72,64,72,55,80,47,40,49,44,48,53,77,89,79,46,86,90,64,85,75,67,83,60,85,2568,,,,,,silver,,,,,,,,,,bronze,,,,,,,bronze,,,,,gold,bronze,,,,gold,,gold,silver,silver,,,gold
337,Nikola Jokic,Serbia,,Denver Nuggets,15,C,,2-Way 3-Level Point Center,"6'11""",211,284,128,"7'3""",221,,11,"February 19, 1995","Sombor, Serbia",Serbia,98,91,99,98,86,81,85,98,78,63,62,96,63,97,80,83,91,91,90,75,94,95,98,98,90,85,93,76,60,98,97,74,83,61,70,56,83,82,80,88,81,95,75,99,3111,gold,gold,,gold,gold,,hof,gold,silver,hof,gold,gold,gold,hof,,gold,,gold,gold,hof,,,gold,,hof,,,,,,,,bronze,,silver,gold,bronze,gold,,bronze
338,Nikola Jovic,Serbia,,Miami Heat,5,PF,C,Inside-Out Scoring Threat,"6'10""",208,240,108,"7'0""",213,,3,"June 9, 2003","Leicester, England",Serbia,77,83,86,70,81,83,85,90,70,68,68,44,72,85,70,80,61,83,30,60,55,60,44,62,90,68,69,70,67,68,65,54,59,62,46,51,60,57,40,50,37,62,90,79,2448,,,,bronze,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze
339,Nikola Topic,Serbia,,Oklahoma City Thunder,44,PG,SG,Rim Attacker,"6'7""",201,200,90,"6'11""",211,,1,"August 10, 2005","Novi Sad, Serbia","Crvena zvezda (KLS, Serbia)",72,72,81,69,72,87,60,60,75,79,76,59,69,85,75,80,58,81,40,65,44,57,40,55,85,81,81,86,79,81,76,51,45,63,44,47,60,52,45,40,32,47,60,84,2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Nikola Vucevic,Montenegro,,Chicago Bulls,9,C,,Inside-Out Scorer,"6'10""",208,260,117,"7'5""",226,,14,"October 24, 1990","Morges, Switzerland",Southern California,82,85,98,79,84,82,80,85,72,62,49,89,45,95,85,77,79,70,75,65,88,84,86,70,90,59,82,35,32,82,64,56,74,41,40,58,73,57,50,75,64,86,90,84,2650,,,,bronze,,,,silver,,silver,,silver,silver,silver,,,,bronze,,silver,,,,,,,,,,,,,,,,silver,bronze,silver,,
341,Noah Clowney,United States,,Brooklyn Nets,21,C,PF,Inside-Out Scoring Threat,"6'10""",208,210,95,"7'2""",218,,2,"July 14, 2004","Spartanburg, South Carolina",Alabama,74,69,49,69,75,84,75,60,75,64,64,64,75,90,85,80,70,72,80,80,60,59,60,65,85,54,57,59,57,68,31,59,68,57,38,60,67,66,55,56,47,65,80,80,2450,,,,,,bronze,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,bronze
342,Norman Powell,United States,,Miami Heat,24,SG,SF,Shot-Creating 3-Level Threat,"6'4""",193,215,97,"6'11""",211,,10,"May 25, 1993","San Diego, California",UCLA,84,86,89,80,86,82,85,95,79,79,83,46,80,92,90,82,56,87,25,80,30,32,28,78,88,69,74,79,77,75,41,64,50,79,56,37,77,74,75,41,31,51,95,87,2575,silver,bronze,,silver,gold,silver,,,silver,,gold,,,,silver,,,,,,,,silver,,,,,,,,,,,,,,,,silver,
343,Obi Toppin,United States,,Indiana Pacers,1,PF,,Inside-Out Scoring Threat,"6'9""",206,220,99,"7'2""",218,,5,"March 4, 1998","Brooklyn, New York",Dayton Flyers,81,79,98,53,80,80,80,85,78,70,69,74,90,88,70,88,79,88,85,90,79,67,69,60,90,55,55,60,56,59,44,52,66,48,42,56,62,47,40,59,45,72,95,82,2582,bronze,,,silver,,gold,,,,,gold,,,,silver,bronze,,silver,gold,,,,silver,,,,,silver,,,,,,,,,bronze,,silver,gold
344,Ochai Agbaji,United States,,Toronto Raptors,30,PF,SF,2-Way 3-Level Shot Creator,"6'5""",196,215,97,"6'10""",208,,3,"April 20, 2000","Milwaukee, Wisconsin",Kansas,76,75,82,83,83,69,75,60,84,88,88,64,85,90,90,80,62,78,65,80,52,52,52,40,78,62,60,75,78,60,35,66,57,80,43,56,79,75,70,48,42,54,40,79,2517,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,OG Anunoby,United Kingdom,,New York Knicks,8,SF,PF,2-Way Inside-Out Shot Creator,"6'7""",201,232,104,"7'2""",218,,8,"July 17, 1997","London, England",Indiana,85,80,75,61,82,80,90,90,82,81,91,68,85,85,85,81,60,75,60,85,38,37,36,60,90,58,58,72,71,52,36,84,81,90,80,62,89,89,95,49,46,52,90,87,2685,bronze,,,bronze,,,,,,,,,,,,,,bronze,,,,,bronze,,,gold,gold,bronze,silver,silver,gold,gold,,silver,silver,,,,bronze,silver
346,Olivier-Maxence Prosper,Canada,,Dallas Mavericks,8,PF,SF,Interior Threat,"6'7""",201,230,104,"7'1""",216,,2,"July 3, 2002","Montreal, Quebec",Marquette,74,66,65,68,67,65,70,60,80,79,81,60,88,88,85,80,59,75,40,85,47,45,45,58,80,58,65,60,66,61,37,63,67,74,66,50,64,58,60,65,67,62,90,80,2458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Onyeka Okongwu,United States,,Atlanta Hawks,17,C,,2-Way Inside-The-Arc Menace,"6'10""",208,240,108,"7'2""",218,,5,"December 11, 2000","Los Angeles, California",USC,81,84,93,88,74,75,85,90,80,74,74,70,75,88,95,83,71,86,85,85,54,55,57,62,80,52,51,54,60,50,43,67,79,64,43,71,83,65,65,81,77,84,85,84,2686,,,,,,silver,,,,bronze,silver,,,,bronze,bronze,,,,,,,,,,,,gold,,,,,,,bronze,bronze,gold,silver,,silver
348,Orlando Robinson,United States,,Orlando Magic,21,C,,Stretch Five,"6'10""",208,245,110,"7'4""",224,,3,"July 10, 2000","York, Maine",Fresno State,76,78,75,69,76,80,85,80,68,49,49,70,64,80,90,77,62,70,70,60,59,58,59,38,85,47,52,40,35,54,55,53,62,36,38,61,60,54,60,76,80,71,85,77,2363,,,,,,,,,,bronze,bronze,,,,,,,,,,,,,,,,,,,,,,,,,silver,silver,,,silver
349,Oscar Tshiebwe,Congo,,Utah Jazz,34,C,PF,Board-Hunting Paint Protector,"6'8""",203,255,115,"7'4""",224,,2,"November 27, 1999","Lubumbashi, Democratic Republic of the Congo",Kentucky,71,55,76,69,37,70,45,30,77,75,67,69,75,80,90,80,62,62,75,75,54,48,48,37,95,43,42,40,39,55,37,55,69,48,31,72,69,40,55,92,94,90,40,75,2253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Oso Ighodaro,United States,,Phoenix Suns,4,PF,C,Interior Threat,"6'11""",211,225,101,"7'3""",221,,1,"July 14, 2002","Chandler, Arizona",Marquette,74,60,95,52,35,56,70,50,81,86,74,64,90,85,85,80,67,74,80,80,60,59,59,40,80,60,68,60,65,69,37,54,62,47,41,63,62,57,45,64,60,67,70,79,2406,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,gold
351,Ousmane Dieng,France,,Oklahoma City Thunder,13,PF,SF,Ball Hawk,"6'9""",206,185,83,"7'1""",216,,3,"May 21, 2003","Villeneuve-sur-Lot, France",France,74,72,76,73,68,65,90,60,78,78,78,62,79,88,80,80,58,69,45,75,45,48,48,47,90,64,69,70,75,70,36,63,67,68,89,62,60,52,45,61,50,71,85,82,2495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Pacome Dadiet,France,,New York Knicks,4,SF,PF,Perimeter Shot Creator,"6'8""",203,210,95,"7'0""",213,,1,"July 27, 2005","Aubagne, France","Ratiopharm Ulm (BBL, Germany)",69,64,70,76,75,75,50,40,73,78,76,50,65,85,80,80,56,72,40,75,44,46,46,37,90,59,57,75,70,58,34,55,50,69,50,50,65,52,50,48,25,71,50,79,2255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Paolo Banchero,United States,Italy,Orlando Magic,5,PF,SF,Shot-Creating 3-Level Threat,"6'10""",208,250,113,"7'1""",216,,3,"November 12, 2002","Seattle, Washington",Duke,89,84,86,79,79,71,90,98,82,80,80,77,83,90,85,80,86,90,75,85,84,84,84,89,95,75,74,76,74,78,73,58,68,66,40,56,64,67,45,62,42,82,95,94,2858,silver,,,bronze,silver,silver,bronze,,gold,bronze,gold,,silver,bronze,gold,silver,,,silver,silver,,,gold,,bronze,,,silver,,,bronze,,,,,,,,bronze,gold
354,Pascal Siakam,Cameroon,,Indiana Pacers,43,PF,C,2-Way Slashing Stretch Four,"6'8""",203,230,104,"7'3""",221,,9,"April 2, 1994","Douala, Cameroon",New Mexico State,89,86,97,82,82,74,85,98,80,76,78,70,79,95,80,82,83,80,80,80,88,88,89,68,90,72,72,79,69,79,61,73,86,79,41,55,86,82,80,61,53,69,80,88,2900,,,,bronze,,bronze,bronze,bronze,gold,,,bronze,bronze,bronze,,bronze,,,bronze,silver,,,silver,,silver,,,bronze,silver,,bronze,bronze,silver,,gold,bronze,,,,silver
355,Pat Connaughton,United States,,Charlotte Hornets,24,SG,SF,Rim Attacker,"6'5""",196,209,94,"6'9""",206,,10,"January 6, 1993","Arlington, Massachusetts",Notre Dame,74,67,80,69,72,72,70,40,78,77,78,45,95,80,90,83,57,84,30,86,35,34,30,66,90,68,69,78,65,78,49,60,35,75,32,57,74,75,70,53,43,63,40,77,2386,bronze,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze
356,Patrick Williams,United States,,Chicago Bulls,44,PF,,Stretch Four,"6'7""",201,215,97,"6'11""",211,,5,"August 26, 2001","Charlotte, North Carolina",Florida State,76,71,72,73,77,73,50,80,76,70,74,64,77,88,75,81,56,68,60,65,44,42,40,45,80,59,60,70,64,62,40,65,70,76,41,57,80,65,65,49,40,57,80,82,2407,bronze,,,gold,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,
357,Paul George,United States,,Philadelphia 76ers,8,SF,PF,2-Way Wing Creator,"6'8""",203,220,99,"6'11""",211,,15,"May 2, 1990","Palmdale, California",Fresno State,81,77,82,88,80,81,60,70,84,79,87,70,88,95,75,93,66,82,55,85,40,70,75,40,80,78,78,87,79,75,70,78,79,84,86,55,82,80,80,52,35,68,45,90,2748,silver,bronze,,silver,silver,,bronze,,bronze,,bronze,,,,bronze,,bronze,bronze,,,bronze,bronze,silver,,,silver,bronze,bronze,,silver,bronze,bronze,,silver,,,,,bronze,silver
358,Paul Reed,United States,,Detroit Pistons,7,C,PF,Inside the Arc Threat,"6'9""",206,210,95,"7'2""",218,,5,"June 14, 1999","Orlando, Florida",DePaul,74,69,79,85,73,79,60,40,69,49,52,62,65,80,95,80,73,69,80,75,70,70,70,64,85,48,48,52,41,44,55,64,69,43,86,87,66,58,40,64,63,64,60,75,2433,,,,,,bronze,,,,silver,silver,,silver,,bronze,,,,,,,,bronze,,,,,bronze,,bronze,,,,,,silver,gold,,,gold
359,Payton Pritchard,United States,,Boston Celtics,11,PG,,3-Level Scoring Threat,"6'1""",185,195,88,"6'4""",193,,5,"January 28, 1998","Tualatin, Oregon",Oregon Ducks,81,91,99,80,85,85,98,98,71,75,75,41,66,84,78,81,50,85,25,35,40,46,35,60,75,78,84,82,75,82,65,46,36,60,43,40,60,45,35,49,50,48,98,84,2433,silver,silver,silver,gold,silver,,bronze,,,,,,,,,,,bronze,bronze,,,,,bronze,silver,,,,,,,,,,,,,,,
360,Pelle Larsson,Sweden,,Miami Heat,9,SG,SF,3 & D Threat,"6'5""",196,215,97,"6'9""",206,,1,"February 23, 2001","Nacka, Sweden",Arizona,75,75,79,78,78,67,75,75,79,87,80,55,79,85,85,80,56,68,45,75,38,44,42,52,80,59,52,62,74,65,44,57,52,65,66,47,60,57,50,46,45,47,98,77,2408,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,bronze,,,bronze,,,,,,,,,,
361,Pete Nance,United States,,Milwaukee Bucks,35,PF,C,Stretch Four,"6'10""",208,230,104,"7'2""",218,,2,"February 19, 2000","Akron, Ohio",North Carolina,67,65,73,70,84,76,50,35,74,63,57,69,75,85,85,83,64,70,75,75,70,54,60,40,70,47,47,52,49,50,35,54,60,48,50,61,60,60,40,67,64,70,30,78,2273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Peyton Watson,United States,,Denver Nuggets,8,PF,SF,Versatile Defender,"6'7""",201,200,90,"6'11""",211,,3,"September 11, 2002","Beverly Hills, California",UCLA,77,69,77,49,79,71,80,60,77,77,80,55,82,88,75,80,58,74,60,65,44,42,40,40,95,60,60,70,76,62,33,74,78,78,42,85,80,78,80,47,41,53,70,80,2479,,,,,,,,,,,silver,,,,,,,,,,,,bronze,,,,,gold,,,,,bronze,,,,,,,gold
363,PJ Hall,United States,,Memphis Grizzlies,13,C,PF,Promising Prospect,"6'10""",208,245,110,"7'2""",218,,1,"February 21, 2002","Spartanburg, South Carolina",Clemson,68,64,75,72,71,78,50,40,75,73,52,70,82,87,80,80,65,68,75,75,60,60,60,49,70,51,48,60,59,52,37,52,55,47,50,60,55,57,40,56,52,60,50,77,2286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,P.J. Washington,United States,,Dallas Mavericks,25,PF,C,Catch & Shoot Ace,"6'7""",201,230,104,"7'3""",221,,6,"August 23, 1998","Louisville, Kentucky",Kentucky,81,75,81,59,82,74,85,70,77,75,75,68,69,85,85,79,75,75,65,80,68,70,71,74,95,57,55,70,63,60,39,56,62,52,46,67,64,62,40,64,49,79,98,81,2572,,,,silver,,gold,,,,gold,silver,,,,silver,,,,,,,,,,,,,,,,,,,,,,bronze,bronze,,gold
365,Quentin Grimes,United States,,Philadelphia 76ers,5,SG,SF,2-Way 3-Level Shot Creator,"6'5""",196,210,95,"6'8""",203,,4,"May 8, 2000","Houston, Texas",Kansas,81,82,82,79,84,74,75,95,79,86,86,63,75,85,80,80,60,84,25,70,39,58,42,78,80,74,70,79,79,75,65,67,46,83,53,50,80,78,80,51,41,61,85,85,2630,gold,bronze,,gold,gold,,bronze,,silver,,,,,,,,,,,,,,,,,bronze,,,,,silver,bronze,,,,,,,silver,bronze
366,Quinten Post,Netherlands,,Golden State Warriors,21,C,,3-Level Scoring Threat,"7'0""",213,245,110,"7'4""",224,,1,"March 21, 2000","Amsterdam, Netherlands",Boston College,77,82,94,80,84,86,80,70,60,47,33,70,40,80,70,80,65,69,75,65,67,62,65,40,80,48,59,43,32,60,47,50,62,33,40,63,60,45,50,65,52,77,80,79,2319,,,,gold,,,,,,bronze,,bronze,,bronze,,bronze,,bronze,,,,,,,,,,,,,,,,,,silver,bronze,silver,,
367,Rayan Rupert,France,,Portland Trail Blazers,21,SG,SF,Rim Attacker,"6'6""",198,185,83,"7'2""",218,,2,"May 31, 2004","Strasbourg, France",New Zealand Breakers,72,69,63,63,70,75,80,65,73,67,72,52,69,88,85,80,54,82,45,70,40,44,42,40,70,61,68,72,65,68,34,59,53,70,43,45,70,70,65,52,57,46,95,77,2360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,RayJ Dennis,United States,,Indiana Pacers,10,PG,SG,Ball Hawk,"6'2""",188,180,81,"6'6""",198,,1,"March 30, 2001",,Baylor,67,66,72,74,73,73,60,45,74,79,80,42,75,85,75,80,48,71,25,55,33,34,33,47,84,69,68,70,79,69,61,54,44,67,68,35,62,55,45,38,32,44,60,72,2226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Reece Beekman,United States,,Denver Nuggets,4,PG,SG,Steady Playmaker,"6'3""",191,195,88,"6'7""",201,,1,"October 8, 2001","Milwaukee, Wisconsin",Virginia,69,61,78,71,62,75,50,30,75,91,88,35,67,82,85,80,40,68,25,25,28,28,30,38,76,73,72,70,80,72,69,62,30,75,76,52,74,60,70,39,37,40,60,74,2223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Reed Sheppard,United States,,Houston Rockets,15,PG,SG,3 & D Threat,"6'3""",191,180,81,"6'7""",201,,1,"June 24, 2004","London, Kentucky",Kentucky,72,68,64,72,76,84,60,50,84,90,89,56,87,93,95,80,53,70,25,70,44,45,40,42,90,72,76,76,84,75,51,68,54,78,63,66,70,77,70,41,40,41,70,81,2494,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Riley Minix,United States,,San Antonio Spurs,27,SF,PF,Catch & Shoot Threat,"6'7""",201,230,104,"6'11""",211,,,"September 22, 2000","Vero Beach, Florida",,67,65,69,71,76,83,50,40,70,60,60,58,70,80,80,80,55,62,45,60,54,54,54,40,70,50,54,55,55,54,30,56,55,59,62,47,57,60,50,61,60,62,50,72,2198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,R.J. Barrett,Canada,,Toronto Raptors,9,SF,SG,2-Way 3-Level Shot Creator,"6'6""",198,214,96,"6'10""",208,,6,"July 14, 2000","Toronto, Canada",Duke,82,80,84,80,78,65,85,90,83,84,84,76,82,95,80,80,71,88,45,80,52,55,79,80,85,80,79,83,82,84,73,65,58,82,40,47,79,74,75,56,42,70,55,86,2736,,,,bronze,,,silver,,bronze,,silver,,,,bronze,,,bronze,bronze,,,bronze,silver,,silver,,,,,,,,,,,,,,,bronze
373,Rob Dillingham,United States,,Minnesota Timberwolves,4,PG,SG,3PT Shot Creator,"6'2""",188,160,72,"6'6""",198,,1,"January 4, 2005","Hickory, North Carolina",Kentucky,75,74,87,60,80,73,75,70,79,91,86,39,85,90,85,80,54,77,30,75,37,39,39,45,90,79,69,90,91,68,75,49,34,63,56,25,57,58,50,41,38,44,80,83,2414,,,,,,,,,,,,,,,,,bronze,,,,bronze,bronze,,,,,,,,,,,,,,,,,,
374,Robert Williams III,United States,,Portland Trail Blazers,35,C,PF,Paint Beast,"6'9""",206,237,107,"7'6""",229,,7,"October 17, 1997","Shreveport, Louisiana",Texas A&M,81,66,96,69,25,81,60,65,78,71,64,83,75,80,90,81,69,82,90,75,60,50,65,54,75,48,57,48,38,62,36,76,86,40,53,95,88,85,85,80,74,86,50,83,2557,,,,,,silver,,,,bronze,,,,,,silver,,,,,,,,,,,,gold,,,,,silver,,bronze,silver,gold,silver,,gold
375,Rocco Zikarsky,Australia,,Minnesota Timberwolves,44,C,,,"7'3""",221,,,,,,0,"July 11, 2006","Queensland, Australia",Australia,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Ronald Holland II,United States,,Detroit Pistons,00,SF,PF,Rim Attacker,"6'8""",203,206,93,"7'0""",213,,1,"July 7, 2005","Duncanville, Texas",NBA G League Ignite,76,76,98,70,59,79,90,60,79,85,86,59,80,90,75,80,57,84,55,80,40,42,42,35,80,62,60,75,79,60,37,61,65,70,56,51,67,65,55,53,42,64,95,83,2493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Royce O’Neale,United States,,Phoenix Suns,00,SF,PF,2-Way Stretch Four,"6'6""",198,226,102,"6'10""",208,,10,"June 5, 1993","Killeen, Texas",Baylor,77,74,65,70,86,73,75,75,74,62,83,67,65,80,80,82,63,80,55,70,54,52,59,59,75,60,60,68,62,63,47,69,68,80,53,56,80,68,75,55,41,69,70,78,2505,,,,silver,,,,,,,,,,,,,,,silver,,,,,,,bronze,,,,,silver,,,,,,,,bronze,silver
378,Rudy Gobert,France,,Minnesota Timberwolves,27,C,,Defensive Anchor,"7'1""",216,258,116,"7'9""",236,,12,"June 26, 1992","Saint-Quentin, France",France,84,59,64,54,25,68,85,60,75,48,65,87,57,90,95,81,71,60,90,75,65,58,65,70,85,44,68,35,25,58,34,78,95,64,40,80,95,74,95,84,83,84,90,87,2554,,,,,,silver,,bronze,,bronze,,,bronze,,,gold,,,,,,,,,,,,gold,,,,,hof,,gold,gold,silver,gold,,silver
379,Rui Hachimura,Japan,,Los Angeles Lakers,28,SF,PF,Shot-Creating 3-Level Threat,"6'8""",203,230,104,"7'2""",218,,6,"February 8, 1998","Toyama, Japan",Gonzaga,81,84,83,83,85,77,85,90,80,72,74,79,80,90,85,80,74,73,80,80,74,70,72,60,85,55,51,72,67,54,32,50,60,54,40,53,59,50,35,54,50,57,85,82,2558,,,,bronze,,silver,,,,bronze,silver,,,,silver,,,bronze,silver,,,,bronze,,,,,,,,bronze,,,,,,,,silver,bronze
380,Ryan Dunn,United States,,Phoenix Suns,0,SF,PF,Versatile Stopper,"6'8""",203,208,94,"7'0""",213,,1,"January 7, 2003","Brookville, New York",Virginia,77,69,97,66,75,48,70,60,82,83,90,65,79,88,90,80,54,75,55,80,38,37,37,30,80,57,60,69,69,55,31,72,76,80,42,67,80,80,80,59,58,59,75,80,2484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,bronze,,,,bronze,,,,,
